id,kuntanro,kuntanimi,asuntolkm,talotyyppi,rahmuoto,rahmuoto2,valmvuosi
208,049,Espoo,4,AP,VR,VO,2020
209,049,Espoo,1,AP,VR,VO,2020
210,049,Espoo,1,AP,VR,VO,2020
211,049,Espoo,1,AP,VR,VO,2020
212,049,Espoo,1,AP,VR,VO,2020
213,049,Espoo,1,AP,VR,VO,2020
214,049,Espoo,1,AP,VR,VO,2020
215,049,Espoo,1,AP,VR,VO,2020
216,049,Espoo,1,AP,VR,VO,2020
217,049,Espoo,1,AP,VR,VO,2020
218,049,Espoo,1,AP,VR,VO,2020
219,049,Espoo,1,AP,VR,VO,2020
220,049,Espoo,1,AP,VR,VO,2020
221,049,Espoo,1,AP,VR,VO,2020
222,049,Espoo,1,AP,VR,VO,2020
223,049,Espoo,1,AP,VR,VO,2020
224,049,Espoo,1,AP,VR,VO,2020
225,049,Espoo,1,AP,VR,VO,2020
226,049,Espoo,1,AP,VR,VO,2020
227,049,Espoo,1,AP,VR,VO,2020
228,049,Espoo,1,AP,VR,VO,2020
229,049,Espoo,1,AP,VR,VO,2020
230,049,Espoo,1,AP,VR,VO,2020
231,049,Espoo,3,AP,VR,VO,2020
232,049,Espoo,1,AP,VR,VO,2020
233,049,Espoo,1,AP,VR,VO,2020
234,049,Espoo,1,AP,VR,VO,2020
235,049,Espoo,1,AP,VR,VO,2020
236,049,Espoo,1,AP,VR,VO,2020
237,049,Espoo,1,AP,VR,VO,2020
238,049,Espoo,1,AP,VR,VO,2020
239,049,Espoo,1,AP,VR,VO,2020
240,049,Espoo,2,AP,VR,VO,2020
241,049,Espoo,2,AP,VR,VO,2020
242,049,Espoo,1,AP,VR,VO,2020
243,049,Espoo,2,AP,VR,VO,2020
244,049,Espoo,1,AP,VR,VO,2020
245,049,Espoo,1,AP,VR,VO,2020
246,049,Espoo,1,AP,VR,VO,2020
247,049,Espoo,1,AP,VR,VO,2020
248,049,Espoo,1,AP,VR,VO,2020
249,049,Espoo,1,AP,VR,VO,2020
250,049,Espoo,1,AP,VR,VO,2020
251,049,Espoo,1,AP,VR,VO,2020
252,049,Espoo,1,AP,VR,VO,2020
253,049,Espoo,1,AP,VR,VO,2020
254,049,Espoo,1,AP,VR,VO,2020
255,049,Espoo,1,AP,VR,VO,2020
256,049,Espoo,1,AP,VR,VO,2020
257,049,Espoo,1,AP,VR,VO,2020
258,049,Espoo,1,AP,VR,VO,2020
259,049,Espoo,1,AP,VR,VO,2020
260,049,Espoo,1,AP,VR,VO,2020
261,049,Espoo,1,AP,VR,VO,2020
262,049,Espoo,1,AP,VR,VO,2020
263,049,Espoo,1,AP,VR,VO,2020
264,049,Espoo,1,AP,VR,VO,2020
265,049,Espoo,1,AP,VR,VO,2020
266,049,Espoo,1,AP,VR,VO,2020
267,049,Espoo,2,AP,VR,VO,2020
268,049,Espoo,1,AP,VR,VO,2020
269,049,Espoo,2,AP,VR,VO,2020
270,049,Espoo,2,AP,VR,VO,2020
271,049,Espoo,1,AP,VR,VO,2020
272,049,Espoo,1,AP,VR,VO,2020
273,049,Espoo,2,AP,VR,VO,2020
274,049,Espoo,2,AP,VR,VO,2020
275,049,Espoo,2,AP,VR,VO,2020
276,049,Espoo,2,AP,VR,VO,2020
277,049,Espoo,2,AP,VR,VO,2020
278,049,Espoo,2,AP,VR,VO,2020
279,049,Espoo,2,AP,VR,VO,2020
280,049,Espoo,1,AP,VR,VO,2020
281,049,Espoo,2,AP,VR,VO,2020
282,049,Espoo,2,AP,VR,VO,2020
283,049,Espoo,2,AP,VR,VO,2020
284,049,Espoo,2,AP,VR,VO,2020
285,049,Espoo,1,AP,VR,VO,2020
286,049,Espoo,1,AP,VR,VO,2020
287,049,Espoo,1,AP,VR,VO,2020
288,049,Espoo,1,AP,VR,VO,2020
289,049,Espoo,1,AP,VR,VO,2020
290,049,Espoo,1,AP,VR,VO,2020
291,049,Espoo,1,AP,VR,VO,2020
292,049,Espoo,1,AP,VR,VO,2020
293,049,Espoo,1,AP,VR,VO,2020
294,049,Espoo,1,AP,VR,VO,2020
295,049,Espoo,1,AP,VR,VO,2020
296,049,Espoo,2,AP,VR,VO,2020
297,049,Espoo,1,AP,VR,VO,2020
298,049,Espoo,1,AP,VR,VO,2020
299,049,Espoo,1,AP,VR,VO,2020
300,049,Espoo,1,AP,VR,VO,2020
301,049,Espoo,1,AP,VR,VO,2020
302,049,Espoo,1,AP,VR,VO,2020
303,049,Espoo,1,AP,VR,VO,2020
304,049,Espoo,1,AP,VR,VO,2020
305,049,Espoo,1,AP,VR,VO,2020
306,049,Espoo,1,AP,VR,VO,2020
307,049,Espoo,1,AP,VR,VO,2020
308,049,Espoo,1,AP,VR,VO,2020
309,049,Espoo,1,AP,VR,VO,2020
310,049,Espoo,1,AP,VR,VO,2020
311,049,Espoo,2,AP,VR,VO,2020
312,049,Espoo,1,AP,VR,VO,2020
313,049,Espoo,2,AP,VR,VO,2020
314,049,Espoo,1,AP,VR,VO,2020
315,049,Espoo,1,AP,VR,VO,2020
316,049,Espoo,1,AP,VR,VO,2020
317,049,Espoo,1,AP,VR,VO,2020
318,049,Espoo,2,AP,VR,VO,2020
319,049,Espoo,1,AP,VR,VO,2020
320,049,Espoo,1,AP,VR,VO,2020
321,049,Espoo,1,AP,VR,VO,2020
322,049,Espoo,1,AP,VR,VO,2020
323,049,Espoo,1,AP,VR,VO,2020
324,049,Espoo,2,AP,VR,VO,2020
325,049,Espoo,1,AP,VR,VO,2020
326,049,Espoo,1,AP,VR,VO,2020
327,049,Espoo,1,AP,VR,VO,2020
328,049,Espoo,1,AP,VR,VO,2020
329,049,Espoo,1,AP,VR,VO,2020
330,049,Espoo,1,AP,VR,VO,2020
331,049,Espoo,1,AP,VR,VO,2020
332,049,Espoo,1,AP,VR,VO,2020
333,049,Espoo,1,AP,VR,VO,2020
334,049,Espoo,1,AP,VR,VO,2020
335,049,Espoo,1,AP,VR,VO,2020
336,049,Espoo,1,AP,VR,VO,2020
337,049,Espoo,1,AP,VR,VO,2020
338,049,Espoo,1,AP,VR,VO,2020
339,049,Espoo,1,AP,VR,VO,2020
340,049,Espoo,1,AP,VR,VO,2020
341,049,Espoo,1,AP,VR,VO,2020
342,049,Espoo,1,AP,VR,VO,2020
343,049,Espoo,1,AP,VR,VO,2020
344,049,Espoo,2,AP,VR,VO,2020
345,049,Espoo,1,AP,VR,VO,2020
346,049,Espoo,1,AP,VR,VO,2020
347,049,Espoo,1,AP,VR,VO,2020
348,049,Espoo,1,AP,VR,VO,2020
349,049,Espoo,1,AP,VR,VO,2020
350,049,Espoo,1,AP,VR,VO,2020
351,049,Espoo,1,AP,VR,VO,2020
352,049,Espoo,2,AP,VR,VO,2020
353,049,Espoo,1,AP,VR,VO,2020
354,049,Espoo,1,AP,VR,VO,2020
355,049,Espoo,1,AP,VR,VO,2020
356,049,Espoo,1,AP,VR,VO,2020
357,049,Espoo,2,AP,VR,VO,2020
358,049,Espoo,2,AP,VR,VO,2020
359,049,Espoo,2,AP,VR,VO,2020
360,049,Espoo,2,AP,VR,VO,2020
361,049,Espoo,2,AP,VR,VO,2020
362,049,Espoo,2,AP,VR,VO,2020
363,049,Espoo,1,AP,VR,VO,2020
364,049,Espoo,1,AP,VR,VO,2020
365,049,Espoo,1,AP,VR,VO,2020
366,049,Espoo,1,AP,VR,VO,2020
367,049,Espoo,2,AP,VR,VO,2020
368,049,Espoo,2,AP,VR,VO,2020
369,049,Espoo,1,AP,VR,VO,2020
370,049,Espoo,1,AP,VR,VO,2020
371,049,Espoo,2,AP,VR,VO,2020
372,049,Espoo,2,AP,VR,VO,2020
373,049,Espoo,1,AP,VR,VO,2020
374,049,Espoo,2,AP,VR,VO,2020
375,049,Espoo,1,AP,VR,VO,2020
376,049,Espoo,1,AP,VR,VO,2020
377,049,Espoo,1,AP,VR,VO,2020
378,049,Espoo,1,AP,VR,VO,2020
379,049,Espoo,1,AP,VR,VO,2020
380,049,Espoo,1,AP,VR,VO,2020
381,049,Espoo,1,AP,VR,VO,2020
382,049,Espoo,1,AP,VR,VO,2020
383,049,Espoo,2,AP,VR,VO,2020
384,049,Espoo,2,AP,VR,VO,2020
385,049,Espoo,2,AP,VR,VO,2020
386,049,Espoo,1,AP,VR,VO,2020
387,049,Espoo,1,AP,VR,VO,2020
388,049,Espoo,1,AP,VR,VO,2020
389,049,Espoo,1,AP,VR,VO,2020
390,049,Espoo,1,AP,VR,VO,2020
391,049,Espoo,1,AP,VR,VO,2020
392,049,Espoo,1,AP,VR,VO,2020
393,049,Espoo,2,AP,VR,VO,2020
394,049,Espoo,1,AP,VR,VO,2020
395,049,Espoo,1,AP,VR,VO,2020
396,049,Espoo,1,AP,VR,VO,2020
397,049,Espoo,2,AP,VR,VO,2020
398,049,Espoo,2,AP,VR,VO,2020
399,049,Espoo,2,AP,VR,VO,2020
400,049,Espoo,2,AP,VR,VO,2020
401,049,Espoo,2,AP,VR,VO,2020
402,049,Espoo,2,AP,VR,VO,2020
403,049,Espoo,2,AP,VR,VO,2020
404,049,Espoo,1,AP,VR,VO,2020
405,049,Espoo,1,AP,VR,VO,2020
406,049,Espoo,1,AP,VR,VO,2020
407,049,Espoo,1,AP,VR,VO,2020
408,049,Espoo,1,AP,VR,VO,2020
409,049,Espoo,1,AP,VR,VO,2020
410,049,Espoo,1,AP,VR,VO,2020
411,049,Espoo,2,AP,VR,VO,2020
412,049,Espoo,2,AP,VR,VO,2020
413,049,Espoo,1,AP,VR,VO,2020
414,049,Espoo,1,AP,VR,VO,2020
415,049,Espoo,1,AP,VR,VO,2020
416,049,Espoo,2,AP,VR,VO,2020
417,049,Espoo,3,AP,VR,VO,2020
418,049,Espoo,3,AP,VR,VO,2020
419,049,Espoo,2,AP,VR,VO,2020
420,049,Espoo,2,AP,VR,VO,2020
421,049,Espoo,6,AP,VR,VO,2020
422,049,Espoo,6,AP,VR,VO,2020
423,049,Espoo,1,AP,VR,VO,2020
424,049,Espoo,1,AP,VR,VO,2020
425,049,Espoo,1,AP,VR,VO,2020
426,049,Espoo,1,AP,VR,VO,2020
427,049,Espoo,1,AP,VR,VO,2020
428,049,Espoo,1,AP,VR,VO,2020
429,049,Espoo,1,AP,VR,VO,2020
430,049,Espoo,1,AP,VR,VO,2020
431,049,Espoo,1,AP,VR,VO,2020
432,049,Espoo,1,AP,VR,VO,2020
433,049,Espoo,1,AP,VR,VO,2020
434,049,Espoo,1,AP,VR,VO,2020
435,049,Espoo,1,AP,VR,VO,2020
436,049,Espoo,1,AP,VR,VO,2020
437,049,Espoo,1,AP,VR,VO,2020
438,049,Espoo,1,AP,VR,VO,2020
439,049,Espoo,1,AP,VR,VO,2020
440,049,Espoo,1,AP,VR,VO,2020
441,049,Espoo,1,AP,VR,VO,2020
442,049,Espoo,1,AP,VR,VO,2020
443,049,Espoo,1,AP,VR,VO,2020
444,049,Espoo,1,AP,VR,VO,2020
445,049,Espoo,1,AP,VR,VO,2020
446,049,Espoo,1,AP,VR,VO,2020
447,049,Espoo,1,AP,VR,VO,2020
448,049,Espoo,1,AP,VR,VO,2020
449,049,Espoo,1,AP,VR,VO,2020
450,049,Espoo,1,AP,VR,VO,2020
451,049,Espoo,1,AP,VR,VO,2020
452,049,Espoo,1,AP,VR,VO,2020
453,049,Espoo,1,AP,VR,VO,2020
454,049,Espoo,1,AP,VR,VO,2020
455,049,Espoo,2,AP,VR,VO,2020
456,049,Espoo,1,AP,VR,VO,2020
457,049,Espoo,1,AP,VR,VO,2020
458,049,Espoo,1,AP,VR,VO,2020
459,049,Espoo,1,AP,VR,VO,2020
460,049,Espoo,2,AP,VR,VO,2020
461,049,Espoo,1,AP,VR,VO,2020
462,049,Espoo,1,AP,VR,VO,2020
463,049,Espoo,1,AP,VR,VO,2020
464,049,Espoo,1,AP,VR,VO,2020
465,049,Espoo,1,AP,VR,VO,2020
466,049,Espoo,2,AP,VR,VO,2020
467,049,Espoo,2,AP,VR,VO,2020
468,049,Espoo,1,AP,VR,VO,2020
469,049,Espoo,1,AP,VR,VO,2020
470,049,Espoo,1,AP,VR,VO,2020
471,049,Espoo,2,AP,VR,VO,2020
472,049,Espoo,4,AP,VR,VO,2020
473,049,Espoo,4,AP,VR,VO,2020
474,049,Espoo,4,AP,VR,VO,2020
475,049,Espoo,2,AP,VR,VO,2020
476,049,Espoo,2,AP,VR,VO,2020
477,049,Espoo,7,AP,VR,VO,2020
478,049,Espoo,1,AP,VR,VO,2020
479,049,Espoo,1,AP,VR,VO,2020
480,049,Espoo,1,AP,VR,VO,2020
481,049,Espoo,1,AP,VR,VO,2020
482,049,Espoo,1,AP,VR,VO,2020
483,049,Espoo,1,AP,VR,VO,2020
484,049,Espoo,1,AP,VR,VO,2020
485,049,Espoo,1,AP,VR,VO,2020
486,049,Espoo,1,AP,VR,VO,2020
487,049,Espoo,1,AP,VR,VO,2020
488,049,Espoo,1,AP,VR,VO,2020
489,049,Espoo,1,AP,VR,VO,2020
490,049,Espoo,1,AP,VR,VO,2020
491,049,Espoo,1,AP,VR,VO,2020
492,049,Espoo,1,AP,VR,VO,2020
493,049,Espoo,1,AP,VR,VO,2020
494,049,Espoo,1,AP,VR,VO,2020
495,049,Espoo,1,AP,VR,VO,2020
496,049,Espoo,1,AP,VR,VO,2020
497,049,Espoo,1,AP,VR,VO,2020
498,049,Espoo,1,AP,VR,VO,2020
499,049,Espoo,1,AP,VR,VO,2020
500,049,Espoo,1,AP,VR,VO,2020
501,049,Espoo,1,AP,VR,VO,2020
502,049,Espoo,1,AP,VR,VO,2020
503,049,Espoo,1,AP,VR,VO,2020
504,091,Helsinki,80,AK,VR,VV,2020
505,091,Helsinki,66,AK,VR,VV,2020
506,091,Helsinki,1,AP,VR,VO,2020
507,091,Helsinki,1,AP,VR,VO,2020
508,091,Helsinki,1,AP,VR,VO,2020
509,091,Helsinki,2,AP,VR,VO,2020
510,091,Helsinki,27,AK,VR,VO,2020
511,091,Helsinki,1,AP,VR,VO,2020
512,091,Helsinki,1,AP,VR,VO,2020
513,091,Helsinki,15,AK,VR,VO,2020
514,091,Helsinki,2,AP,VR,VO,2020
515,091,Helsinki,2,AP,VR,VO,2020
516,091,Helsinki,2,AP,VR,VO,2020
517,091,Helsinki,2,AP,VR,VO,2020
518,091,Helsinki,21,AK,VR,VO,2020
519,091,Helsinki,2,AP,VR,VO,2020
520,091,Helsinki,2,AP,VR,VO,2020
521,091,Helsinki,6,AP,VR,VO,2020
522,091,Helsinki,1,AP,VR,VO,2020
523,091,Helsinki,1,AP,VR,VO,2020
524,091,Helsinki,1,AP,VR,VO,2020
525,091,Helsinki,1,AP,VR,VO,2020
526,091,Helsinki,2,AP,VR,VO,2020
527,091,Helsinki,106,AK,VR,VO,2020
528,091,Helsinki,111,AK,VR,VO,2020
529,091,Helsinki,106,AK,VR,VO,2020
530,091,Helsinki,22,AK,VR,VV,2020
531,091,Helsinki,7,AP,ASO,ASO,2020
532,091,Helsinki,20,AK,ASO,ASO,2020
533,091,Helsinki,21,AK,ASO,ASO,2020
534,091,Helsinki,47,AK,ASO,ASO,2020
535,091,Helsinki,89,AK,ARA,PK,2020
536,091,Helsinki,19,AK,VR,VO,2020
537,091,Helsinki,1,AP,VR,VO,2020
538,091,Helsinki,1,AP,VR,VO,2020
539,091,Helsinki,1,AP,VR,VO,2020
540,091,Helsinki,45,AK,VR,VO,2020
541,091,Helsinki,47,AK,VR,VO,2020
542,091,Helsinki,18,AK,VR,VV,2020
543,091,Helsinki,72,AK,ARA,PK,2020
544,091,Helsinki,14,AK,ASO,ASO,2020
545,091,Helsinki,22,AK,ASO,ASO,2020
546,091,Helsinki,44,AK,VR,VO,2020
547,091,Helsinki,1,AP,VR,VO,2020
548,091,Helsinki,2,AP,VR,VO,2020
549,091,Helsinki,147,AK,VR,VV,2020
550,091,Helsinki,55,AK,ARA,PK,2020
551,091,Helsinki,1,AP,VR,VO,2020
552,091,Helsinki,2,AP,VR,VO,2020
553,091,Helsinki,1,AP,VR,VO,2020
554,091,Helsinki,1,AP,VR,VO,2020
555,091,Helsinki,19,AK,VR,VO,2020
556,091,Helsinki,233,AK,VR,VO,2020
557,091,Helsinki,1,AP,VR,VO,2020
558,091,Helsinki,58,AK,ARA,PK,2020
559,091,Helsinki,20,AK,ARA,PK,2020
560,091,Helsinki,100,AK,ARA,PK,2020
561,091,Helsinki,18,AK,VR,VO,2020
562,091,Helsinki,17,AK,VR,VO,2020
563,091,Helsinki,5,AK,ARA,ER,2020
564,091,Helsinki,18,AK,ASO,ASO,2020
565,091,Helsinki,23,AK,ASO,ASO,2020
566,091,Helsinki,58,AK,VR,VO,2020
567,091,Helsinki,30,AK,VR,VO,2020
568,091,Helsinki,9,AK,VR,VO,2020
569,091,Helsinki,8,AK,VR,VO,2020
570,091,Helsinki,96,AK,VR,VV,2020
571,091,Helsinki,11,AP,VR,VO,2020
572,091,Helsinki,66,AK,VR,VO,2020
573,091,Helsinki,29,AK,VR,VO,2020
574,091,Helsinki,15,AP,ARA,PK,2020
575,091,Helsinki,56,AK,ARA,PK,2020
576,091,Helsinki,15,AK,ARA,PK,2020
577,091,Helsinki,65,AK,ARA,PK,2020
578,091,Helsinki,1,AP,VR,VO,2020
579,091,Helsinki,60,AK,ASO,ASO,2020
580,091,Helsinki,5,AP,ASO,ASO,2020
581,091,Helsinki,5,AP,ASO,ASO,2020
582,091,Helsinki,50,AK,ARA,PK,2020
583,091,Helsinki,8,AP,ARA,PK,2020
584,091,Helsinki,8,AP,ASO,ASO,2020
585,091,Helsinki,5,AK,ASO,ASO,2020
586,091,Helsinki,17,AK,ASO,ASO,2020
587,091,Helsinki,18,AK,ASO,ASO,2020
588,091,Helsinki,17,AK,ASO,ASO,2020
589,091,Helsinki,56,AK,ARA,PK,2020
590,091,Helsinki,77,AK,ARA,ER,2020
591,091,Helsinki,81,AK,ARA,ER,2020
592,091,Helsinki,35,AK,ASO,ASO,2020
593,091,Helsinki,33,AK,ASO,ASO,2020
594,091,Helsinki,45,AK,ASO,ASO,2020
595,091,Helsinki,80,AK,VR,VO,2020
596,091,Helsinki,30,AK,VR,VO,2020
597,091,Helsinki,53,AK,VR,VO,2020
